字符,韵部,韵母,,,,
鄵,豪,o,,,,
鄶,曷,ʌt,,,,
鄸,登,ɔɪŋ,,,,
鄹,侯,ɒ,,,,
鄽,寒,ʌn,,,,
鄾,萧,ɔ,,,,
酂,寒,ʌn,,,,
酃,青,əŋ,,,,
酅,齐,ə,,,,
酆,冬,ɔŋ,,,,
酇,寒,ʌn,,,,
酈,齐,ə,,,,
酉,萧,ɔ,,,,
酊,青,əŋ,,,,
酋,萧,ɔ,,,,
酌,沃,ɔk,,,,
配,灰,ɔl,,,,
酎,萧,ɔ,,,,
酏,歌,ʌl,,,,
酒,萧,ɔ,,,,
酓,覃,ɔm,,,,
酖,覃,ɔm,,,,
酗,侯,ɒ,,,,
酟,添,ʌm,,,,
酡,歌,ʌl,,,,
酢,"铎,铎","ʌk,ʌk",,,,
酣,添,ʌm,,,,
酤,"模,模","ʌ,ʌ",,,,
酨,咍,ɔɪ,,,,
酩,青,əŋ,,,,
酪,"铎,铎","ʌk,ʌk",,,,
酬,萧,ɔ,,,,
酭,咍,ɔɪ,,,,
酱,唐,ʌŋ,,,,
酲,青,əŋ,,,,
酳,痕,ɔn,,,,
酴,模,ʌ,,,,
酷,沃,ɔk,,,,
酸,寒,ʌn,,,,
酹,曷,ʌt,,,,
酺,模,ʌ,,,,
酾,"齐,齐,齐","ə,ə,ə",,,,
酿,唐,ʌŋ,,,,
醅,咍,ɔɪ,,,,
醆,寒,ʌn,,,,
醇,痕,ɔn,,,,
醉,没,ɔt,,,,
醊,曷,ʌt,,,,
醋,"铎,铎","ʌk,ʌk",,,,
醍,"齐,齐","ə,ə",,,,
醎,覃,ɔm,,,,
醒,青,əŋ,,,,
醓,覃,ɔm,,,,
醜,萧,ɔ,,,,
醟,青,əŋ,,,,
醠,唐,ʌŋ,,,,
醢,咍,ɔɪ,,,,
醧,侯,ɒ,,,,
醨,歌,ʌl,,,,
醩,萧,ɔ,,,,
醪,萧,ɔ,,,,
醫,咍,ɔɪ,,,,
醬,唐,ʌŋ,,,,
醮,豪,o,,,,
醯,齐,ə,,,,
醰,覃,ɔm,,,,
醲,冬,ɔŋ,,,,
醳,铎,ʌk,,,,
醴,灰,ɔl,,,,
醵,模,ʌ,,,,
醷,德,ɔɪk,,,,
醹,侯,ɒ,,,,
醺,痕,ɔn,,,,
醻,萧,ɔ,,,,
醼,寒,ʌn,,,,
釀,唐,ʌŋ,,,,
釁,痕,ɔn,,,,
釂,沃,ɔk,,,,
釃,"齐,齐,齐","ə,ə,ə",,,,
釆,寒,ʌn,,,,
采,"咍,咍","ɔɪ,ɔɪ",,,,
释,铎,ʌk,,,,
釋,铎,ʌk,,,,
里,咍,ɔɪ,,,,
重,"东,东","ɒŋ,ɒŋ",,,,
野,模,ʌ,,,,
量,"唐,唐","ʌŋ,ʌŋ",,,,
釐,"咍,咍","ɔɪ,ɔɪ",,,,
金,覃,ɔm,,,,
釗,豪,o,,,,
釘,青,əŋ,,,,
釜,模,ʌ,,,,
針,覃,ɔm,,,,
釣,沃,ɔk,,,,
釥,豪,o,,,,
釦,侯,ɒ,,,,
釨,曷,ʌt,,,,
釫,模,ʌ,,,,
釬,寒,ʌn,,,,
釭,东,ɒŋ,,,,
釱,曷,ʌt,,,,
釳,没,ɔt,,,,
釴,德,ɔɪk,,,,
釵,歌,ʌl,,,,
釾,模,ʌ,,,,
釿,痕,ɔn,,,,
鈀,"模,模","ʌ,ʌ",,,,
鈁,唐,ʌŋ,,,,
鈃,青,əŋ,,,,
鈆,"寒,寒","ʌn,ʌn",,,,
鈇,模,ʌ,,,,
鈌,曷,ʌt,,,,
鈍,痕,ɔn,,,,
鈏,先,ən,,,,
鈐,覃,ɔm,,,,
鈑,寒,ʌn,,,,
鈒,合,ɔp,,,,
鈔,豪,o,,,,
鈕,萧,ɔ,,,,
鈗,痕,ɔn,,,,
鈞,先,ən,,,,
鈭,齐,ə,,,,
鈴,青,əŋ,,,,
鈶,咍,ɔɪ,,,,
鈹,歌,ʌl,,,,
鉀,怗,ʌp,,,,
鉅,模,ʌ,,,,
鉆,添,ʌm,,,,
鉈,歌,ʌl,,,,
鉉,先,ən,,,,
鉊,豪,o,,,,
鉏,模,ʌ,,,,
鉒,侯,ɒ,,,,
鉗,添,ʌm,,,,
鉛,"寒,寒","ʌn,ʌn",,,,
鉞,曷,ʌt,,,,
鉟,咍,ɔɪ,,,,
鉠,唐,ʌŋ,,,,
鉤,侯,ɒ,,,,
鉥,没,ɔt,,,,
鉦,青,əŋ,,,,
鉴,添,ʌm,,,,
鉶,青,əŋ,,,,
鉸,豪,o,,,,
鉻,铎,ʌk,,,,
鉼,青,əŋ,,,,
銀,痕,ɔn,,,,
銅,东,ɒŋ,,,,
銋,覃,ɔm,,,,
銍,屑,ət,,,,
銎,东,ɒŋ,,,,
銑,痕,ɔn,,,,
銓,寒,ʌn,,,,
銔,咍,ɔɪ,,,,
銖,侯,ɒ,,,,
銘,青,əŋ,,,,
銚,"豪,豪","o,o",,,,
銛,"曷,添,添","ʌt,ʌm,ʌm",,,,
銜,添,ʌm,,,,
銮,寒,ʌn,,,,
銶,萧,ɔ,,,,
銷,豪,o,,,,
銸,怗,ʌp,,,,
銻,灰,ɔl,,,,
銼,歌,ʌl,,,,
鋂,咍,ɔɪ,,,,
鋃,唐,ʌŋ,,,,
鋈,沃,ɔk,,,,
鋊,屋,ɒk,,,,
鋋,寒,ʌn,,,,
鋌,青,əŋ,,,,
鋏,怗,ʌp,,,,
鋒,东,ɒŋ,,,,
鋗,寒,ʌn,,,,
鋙,模,ʌ,,,,
鋚,萧,ɔ,,,,
鋝,曷,ʌt,,,,
鋞,青,əŋ,,,,
鋟,覃,ɔm,,,,
鋣,模,ʌ,,,,
鋤,模,ʌ,,,,
鋪,模,ʌ,,,,
鋭,曷,ʌt,,,,
鋸,模,ʌ,,,,
錈,寒,ʌn,,,,
錍,齐,ə,,,,
錏,模,ʌ,,,,
錐,灰,ɔl,,,,
錔,合,ɔp,,,,
錕,痕,ɔn,,,,
錘,歌,ʌl,,,,
錙,咍,ɔɪ,,,,
錚,青,əŋ,,,,
錞,"灰,痕","ɔl,ɔn",,,,
錟,添,ʌm,,,,
錠,青,əŋ,,,,
錡,歌,ʌl,,,,
錢,"寒,寒","ʌn,ʌn",,,,
錣,曷,ʌt,,,,
錤,咍,ɔɪ,,,,
錦,覃,ɔm,,,,
錧,寒,ʌn,,,,
錫,锡,ək,,,,
錭,萧,ɔ,,,,
錮,模,ʌ,,,,
錯,"铎,铎","ʌk,ʌk",,,,
錽,添,ʌm,,,,
錾,添,ʌm,,,,
鍇,灰,ɔl,,,,
鍉,齐,ə,,,,
鍊,寒,ʌn,,,,
鍋,歌,ʌl,,,,
鍑,沃,ɔk,,,,
鍒,萧,ɔ,,,,
鍔,铎,ʌk,,,,
鍖,覃,ɔm,,,,
鍚,唐,ʌŋ,,,,
鍛,寒,ʌn,,,,
鍜,模,ʌ,,,,
鍠,唐,ʌŋ,,,,
鍤,怗,ʌp,,,,
鍥,曷,ʌt,,,,
鍦,歌,ʌl,,,,
鍪,侯,ɒ,,,,
鍭,侯,ɒ,,,,
鍰,寒,ʌn,,,,
鍱,怗,ʌp,,,,
鍵,寒,ʌn,,,,
鍼,"覃,覃","ɔm,ɔm",,,,
鍾,东,ɒŋ,,,,
鎋,曷,ʌt,,,,
鎌,添,ʌm,,,,
鎒,屋,ɒk,,,,
鎔,东,ɒŋ,,,,
鎕,唐,ʌŋ,,,,
鎖,歌,ʌl,,,,
鎗,唐,ʌŋ,,,,
鎛,铎,ʌk,,,,
鎜,寒,ʌn,,,,
鎡,咍,ɔɪ,,,,
鎣,青,əŋ,,,,
鎦,萧,ɔ,,,,
鎧,灰,ɔl,,,,
鎩,曷,ʌt,,,,
鎬,豪,o,,,,
鎮,先,ən,,,,
鎰,锡,ək,,,,
鏂,侯,ɒ,,,,
鏃,屋,ɒk,,,,
鏇,寒,ʌn,,,,
鏈,寒,ʌn,,,,
鏌,铎,ʌk,,,,
鏏,曷,ʌt,,,,
鏐,萧,ɔ,,,,
鏑,锡,ək,,,,
鏓,东,ɒŋ,,,,
鏖,豪,o,,,,
鏗,先,ən,,,,
鏘,唐,ʌŋ,,,,
鏚,沃,ɔk,,,,
鏜,唐,ʌŋ,,,,
鏝,寒,ʌn,,,,
鏞,东,ɒŋ,,,,
鏟,寒,ʌn,,,,
鏠,东,ɒŋ,,,,
鏡,唐,ʌŋ,,,,
鏢,豪,o,,,,
鏤,"侯,侯","ɒ,ɒ",,,,
鏦,东,ɒŋ,,,,
鏨,添,ʌm,,,,
鏩,添,ʌm,,,,
鏵,模,ʌ,,,,
鏶,合,ɔp,,,,
鏺,曷,ʌt,,,,
鏽,萧,ɔ,,,,
鐀,没,ɔt,,,,
鐃,豪,o,,,,
鐄,唐,ʌŋ,,,,
鐈,豪,o,,,,
鐊,唐,ʌŋ,,,,
鐍,屑,ət,,,,
鐎,豪,o,,,,
鐏,痕,ɔn,,,,
鐐,"豪,豪","o,o",,,,
鐓,灰,ɔl,,,,
鐔,覃,ɔm,,,,
鐕,覃,ɔm,,,,
鐖,灰,ɔl,,,,
鐗,寒,ʌn,,,,
鐘,东,ɒŋ,,,,
鐙,登,ɔɪŋ,,,,
鐩,没,ɔt,,,,
鐮,添,ʌm,,,,
鐲,屋,ɒk,,,,
鐵,屑,ət,,,,
鐶,寒,ʌn,,,,
鐸,铎,ʌk,,,,
鐹,歌,ʌl,,,,
鐺,唐,ʌŋ,,,,
鐻,模,ʌ,,,,
鑄,萧,ɔ,,,,
鑊,铎,ʌk,,,,
鑋,青,əŋ,,,,
鑑,添,ʌm,,,,
鑒,添,ʌm,,,,
鑕,屑,ət,,,,
鑛,唐,ʌŋ,,,,
鑞,怗,ʌp,,,,
鑠,沃,ɔk,,,,
鑢,模,ʌ,,,,
鑣,豪,o,,,,
鑪,模,ʌ,,,,
鑮,铎,ʌk,,,,
鑯,添,ʌm,,,,
鑰,"沃,沃","ɔk,ɔk",,,,
鑱,添,ʌm,,,,
鑲,唐,ʌŋ,,,,
鑴,齐,ə,,,,
鑷,怗,ʌp,,,,
鑽,"寒,寒","ʌn,ʌn",,,,
鑾,寒,ʌn,,,,
鑿,"沃,沃","ɔk,ɔk",,,,
钀,"曷,歌","ʌt,ʌl",,,,
钁,铎,ʌk,,,,
钃,屋,ɒk,,,,
针,覃,ɔm,,,,
钉,青,əŋ,,,,
钊,豪,o,,,,
钑,合,ɔp,,,,
钓,沃,ɔk,,,,
钖,唐,ʌŋ,,,,
钗,歌,ʌl,,,,
钘,青,əŋ,,,,
钜,模,ʌ,,,,
钝,痕,ɔn,,,,
钞,豪,o,,,,
钟,"东,东","ɒŋ,ɒŋ",,,,
钣,寒,ʌn,,,,
钤,覃,ɔm,,,,
钥,"沃,沃","ɔk,ɔk",,,,
钦,覃,ɔm,,,,
钧,先,ən,,,,
钫,唐,ʌŋ,,,,
钮,萧,ɔ,,,,
钯,"模,模","ʌ,ʌ",,,,
钱,"寒,寒","ʌn,ʌn",,,,
钲,青,əŋ,,,,
钳,添,ʌm,,,,
钺,曷,ʌt,,,,
钻,"寒,寒","ʌn,ʌn",,,,
钾,怗,ʌp,,,,
铁,屑,ət,,,,
铃,青,əŋ,,,,
铄,沃,ɔk,,,,
铅,"寒,寒","ʌn,ʌn",,,,
铉,先,ən,,,,
铊,歌,ʌl,,,,
铍,歌,ʌl,,,,
铎,铎,ʌk,,,,
铏,青,əŋ,,,,
铔,模,ʌ,,,,
铗,怗,ʌp,,,,
铘,模,ʌ,,,,
铙,豪,o,,,,
铚,屑,ət,,,,
铛,唐,ʌŋ,,,,
铜,东,ɒŋ,,,,
铠,灰,ɔl,,,,
铢,侯,ɒ,,,,
铣,痕,ɔn,,,,
铤,青,əŋ,,,,
铦,"曷,添,添","ʌt,ʌm,ʌm",,,,
铧,模,ʌ,,,,
铨,寒,ʌn,,,,
铩,曷,ʌt,,,,
铫,"豪,豪","o,o",,,,
铬,铎,ʌk,,,,
铭,青,əŋ,,,,
铮,青,əŋ,,,,
铰,豪,o,,,,
铲,寒,ʌn,,,,
银,痕,ɔn,,,,
铸,萧,ɔ,,,,
铺,模,ʌ,,,,
铻,模,ʌ,,,,
链,寒,ʌn,,,,
铿,先,ən,,,,
销,豪,o,,,,
锁,歌,ʌl,,,,
锄,模,ʌ,,,,
锅,歌,ʌl,,,,
锉,歌,ʌl,,,,
锊,曷,ʌt,,,,
锋,东,ɒŋ,,,,
锐,曷,ʌt,,,,
锑,灰,ɔl,,,,
锒,唐,ʌŋ,,,,
锓,覃,ɔm,,,,
错,"铎,铎","ʌk,ʌk",,,,
锜,歌,ʌl,,,,
锟,痕,ɔn,,,,
锡,锡,ək,,,,
锢,模,ʌ,,,,
锤,歌,ʌl,,,,
锥,灰,ɔl,,,,
锦,覃,ɔm,,,,
锧,屑,ət,,,,
锩,寒,ʌn,,,,
锬,添,ʌm,,,,
锭,青,əŋ,,,,
键,寒,ʌn,,,,
锯,模,ʌ,,,,
锱,咍,ɔɪ,,,,
锲,曷,ʌt,,,,
锴,灰,ɔl,,,,
锵,唐,ʌŋ,,,,
锷,铎,ʌk,,,,
锸,怗,ʌp,,,,
锺,东,ɒŋ,,,,
锻,寒,ʌn,,,,
锽,唐,ʌŋ,,,,
锾,寒,ʌn,,,,
镂,"侯,侯","ɒ,ɒ",,,,
镃,咍,ɔɪ,,,,
镆,铎,ʌk,,,,
镇,先,ən,,,,
镈,铎,ʌk,,,,
镊,怗,ʌp,,,,
镏,萧,ɔ,,,,
镐,豪,o,,,,
镒,锡,ək,,,,
镕,东,ɒŋ,,,,
镖,豪,o,,,,
镗,唐,ʌŋ,,,,
镘,寒,ʌn,,,,
镛,东,ɒŋ,,,,
镜,唐,ʌŋ,,,,
镝,锡,ək,,,,
镞,屋,ɒk,,,,
镟,寒,ʌn,,,,
镠,萧,ɔ,,,,
镡,覃,ɔm,,,,
镣,"豪,豪","o,o",,,,
镦,灰,ɔl,,,,
镫,登,ɔɪŋ,,,,
镬,铎,ʌk,,,,
镮,寒,ʌn,,,,
镯,屋,ɒk,,,,
镰,添,ʌm,,,,
镳,豪,o,,,,
镴,怗,ʌp,,,,
镵,添,ʌm,,,,
镶,唐,ʌŋ,,,,
長,"唐,唐","ʌŋ,ʌŋ",,,,
镻,屑,ət,,,,
长,"唐,唐","ʌŋ,ʌŋ",,,,
門,痕,ɔn,,,,
閃,添,ʌm,,,,
閈,寒,ʌn,,,,
閉,屑,ət,,,,
開,灰,ɔl,,,,
閌,唐,ʌŋ,,,,
閍,唐,ʌŋ,,,,
閎,登,ɔɪŋ,,,,
閏,先,ən,,,,
閑,寒,ʌn,,,,
閒,"寒,寒","ʌn,ʌn",,,,
閔,痕,ɔn,,,,
閘,怗,ʌp,,,,
閜,歌,ʌl,,,,
閞,寒,ʌn,,,,
閟,屑,ət,,,,
閡,"德,咍","ɔɪk,ɔɪ",,,,
閣,铎,ʌk,,,,
閤,合,ɔp,,,,
閥,曷,ʌt,,,,
閨,齐,ə,,,,
閩,痕,ɔn,,,,
閫,痕,ɔn,,,,
閬,"唐,唐","ʌŋ,ʌŋ",,,,
閭,模,ʌ,,,,
閲,曷,ʌt,,,,
閵,先,ən,,,,
閶,唐,ʌŋ,,,,
閷,曷,ʌt,,,,
閹,添,ʌm,,,,
閻,添,ʌm,,,,
閼,曷,ʌt,,,,
閽,痕,ɔn,,,,
閾,德,ɔɪk,,,,
閿,痕,ɔn,,,,
闃,锡,ək,,,,
闇,覃,ɔm,,,,
闈,灰,ɔl,,,,
闉,痕,ɔn,,,,
闊,曷,ʌt,,,,
闋,屑,ət,,,,
闌,寒,ʌn,,,,
闍,模,ʌ,,,,
闐,先,ən,,,,
闑,曷,ʌt,,,,
闒,怗,ʌp,,,,
闓,灰,ɔl,,,,
闔,怗,ʌp,,,,
闕,"曷,曷","ʌt,ʌt",,,,
闖,覃,ɔm,,,,
闚,齐,ə,,,,
闛,"唐,唐","ʌŋ,ʌŋ",,,,
關,寒,ʌn,,,,
闞,"添,添","ʌm,ʌm",,,,
闟,合,ɔp,,,,
闠,灰,ɔl,,,,
闡,寒,ʌn,,,,
闢,锡,ək,,,,
闤,寒,ʌn,,,,
闥,曷,ʌt,,,,
门,痕,ɔn,,,,
闪,添,ʌm,,,,
闬,寒,ʌn,,,,
闭,屑,ət,,,,
问,痕,ɔn,,,,
闯,覃,ɔm,,,,
闰,先,ən,,,,
闱,灰,ɔl,,,,
闲,寒,ʌn,,,,
闳,登,ɔɪŋ,,,,
闵,痕,ɔn,,,,
闶,唐,ʌŋ,,,,
闷,"痕,痕","ɔn,ɔn",,,,
闸,怗,ʌp,,,,
闺,齐,ə,,,,
闻,"痕,痕","ɔn,ɔn",,,,
闼,曷,ʌt,,,,
闽,痕,ɔn,,,,
闾,模,ʌ,,,,
闿,灰,ɔl,,,,
阀,曷,ʌt,,,,
阁,铎,ʌk,,,,
阂,"德,咍","ɔɪk,ɔɪ",,,,
阃,痕,ɔn,,,,
阄,咍,ɔɪ,,,,
阅,曷,ʌt,,,,
阆,"唐,唐","ʌŋ,ʌŋ",,,,
阇,模,ʌ,,,,
阈,德,ɔɪk,,,,
阉,添,ʌm,,,,
阊,唐,ʌŋ,,,,
阋,锡,ək,,,,
阌,痕,ɔn,,,,
阍,痕,ɔn,,,,
阎,添,ʌm,,,,
阏,曷,ʌt,,,,
阐,寒,ʌn,,,,
阑,寒,ʌn,,,,
阒,锡,ək,,,,
阓,灰,ɔl,,,,
阔,曷,ʌt,,,,
阕,屑,ət,,,,
阖,怗,ʌp,,,,
阗,先,ən,,,,
阘,怗,ʌp,,,,
阙,"曷,曷","ʌt,ʌt",,,,
阚,"添,添","ʌm,ʌm",,,,
阛,寒,ʌn,,,,
阜,萧,ɔ,,,,
阞,德,ɔɪk,,,,
队,"没,没","ɔt,ɔt",,,,
阡,先,ən,,,,
阢,没,ɔt,,,,
阤,歌,ʌl,,,,
阨,锡,ək,,,,
阪,寒,ʌn,,,,
阫,咍,ɔɪ,,,,
阬,唐,ʌŋ,,,,
阮,寒,ʌn,,,,
阯,咍,ɔɪ,,,,
阰,灰,ɔl,,,,
阱,青,əŋ,,,,
防,唐,ʌŋ,,,,
阳,唐,ʌŋ,,,,
阴,覃,ɔm,,,,
阵,先,ən,,,,
阶,灰,ɔl,,,,
阸,锡,ək,,,,
阹,模,ʌ,,,,
阺,灰,ɔl,,,,
阻,模,ʌ,,,,
阼,铎,ʌk,,,,
阽,添,ʌm,,,,
阿,"歌,歌","ʌl,ʌl",,,,
陀,歌,ʌl,,,,
陁,歌,ʌl,,,,
陂,"歌,歌","ʌl,ʌl",,,,
附,侯,ɒ,,,,
际,曷,ʌt,,,,
陆,沃,ɔk,,,,
陇,东,ɒŋ,,,,
陈,"先,先","ən,ən",,,,
陉,青,əŋ,,,,
陊,歌,ʌl,,,,
陌,铎,ʌk,,,,
降,"冬,冬","ɔŋ,ɔŋ",,,,
限,痕,ɔn,,,,
陑,咍,ɔɪ,,,,
陒,齐,ə,,,,
陓,模,ʌ,,,,
陔,咍,ɔɪ,,,,
陕,添,ʌm,,,,
陖,痕,ɔn,,,,
陗,豪,o,,,,
陘,青,əŋ,,,,
陛,灰,ɔl,,,,
陜,怗,ʌp,,,,
陝,添,ʌm,,,,
陞,登,ɔɪŋ,,,,
陟,德,ɔɪk,,,,
院,寒,ʌn,,,,
陣,先,ən,,,,
除,模,ʌ,,,,
陨,痕,ɔn,,,,
险,添,ʌm,,,,
陪,咍,ɔɪ,,,,
陫,灰,ɔl,,,,
陬,侯,ɒ,,,,
陭,歌,ʌl,,,,
陮,灰,ɔl,,,,
陰,覃,ɔm,,,,
陲,歌,ʌl,,,,
陳,"先,先","ən,ən",,,,
陴,齐,ə,,,,
陵,登,ɔɪŋ,,,,
陶,"萧,萧","ɔ,ɔ",,,,
陷,添,ʌm,,,,
陸,沃,ɔk,,,,
陻,痕,ɔn,,,,
陼,模,ʌ,,,,
陽,唐,ʌŋ,,,,
陾,登,ɔɪŋ,,,,
陿,怗,ʌp,,,,
隃,"侯,侯","ɒ,ɒ",,,,
隄,齐,ə,,,,
隅,侯,ɒ,,,,
隆,冬,ɔŋ,,,,
隈,灰,ɔl,,,,
隉,曷,ʌt,,,,
隊,"没,没","ɔt,ɔt",,,,
隋,"歌,歌","ʌl,ʌl",,,,
隍,唐,ʌŋ,,,,
階,灰,ɔl,,,,
随,歌,ʌl,,,,
隐,痕,ɔn,,,,
隑,灰,ɔl,,,,
隒,添,ʌm,,,,
隔,锡,ək,,,,
隕,痕,ɔn,,,,
隖,模,ʌ,,,,
隗,灰,ɔl,,,,
隘,锡,ək,,,,
隙,铎,ʌk,,,,
際,曷,ʌt,,,,
障,唐,ʌŋ,,,,
隝,萧,ɔ,,,,
隤,灰,ɔl,,,,
隥,登,ɔɪŋ,,,,
隧,没,ɔt,,,,
隨,歌,ʌl,,,,
隩,"沃,沃","ɔk,ɔk",,,,
險,添,ʌm,,,,
隫,痕,ɔn,,,,
隮,灰,ɔl,,,,
隰,合,ɔp,,,,
隱,痕,ɔn,,,,
隳,歌,ʌl,,,,
隴,东,ɒŋ,,,,
隶,屑,ət,,,,
隸,屑,ət,,,,
隹,灰,ɔl,,,,
隺,沃,ɔk,,,,
隻,铎,ʌk,,,,
隼,痕,ɔn,,,,
难,"寒,寒","ʌn,ʌn",,,,
隿,德,ɔɪk,,,,
雀,沃,ɔk,,,,
雁,寒,ʌn,,,,
雂,覃,ɔm,,,,
雄,登,ɔɪŋ,,,,
雅,"模,模","ʌ,ʌ",,,,
集,合,ɔp,,,,
雇,模,ʌ,,,,
雈,寒,ʌn,,,,
雉,灰,ɔl,,,,
雊,侯,ɒ,,,,
雋,寒,ʌn,,,,
雌,齐,ə,,,,
雍,东,ɒŋ,,,,
雎,模,ʌ,,,,
雏,侯,ɒ,,,,
雒,铎,ʌk,,,,
雔,萧,ɔ,,,,
雕,萧,ɔ,,,,
雖,灰,ɔl,,,,
雗,寒,ʌn,,,,
雘,"铎,铎","ʌk,ʌk",,,,
雙,东,ɒŋ,,,,
雚,寒,ʌn,,,,
雛,侯,ɒ,,,,
雜,合,ɔp,,,,
雝,东,ɒŋ,,,,
雞,齐,ə,,,,
雠,萧,ɔ,,,,
離,歌,ʌl,,,,
難,"寒,寒","ʌn,ʌn",,,,
雥,合,ɔp,,,,
雨,"模,模","ʌ,ʌ",,,,
雩,"模,模","ʌ,ʌ",,,,
雪,曷,ʌt,,,,
雰,痕,ɔn,,,,
雲,痕,ɔn,,,,
雳,锡,ək,,,,
零,青,əŋ,,,,
雷,灰,ɔl,,,,
雹,沃,ɔk,,,,
雺,侯,ɒ,,,,
電,先,ən,,,,
雾,侯,ɒ,,,,
需,侯,ɒ,,,,
霁,灰,ɔl,,,,
霂,屋,ɒk,,,,
霃,覃,ɔm,,,,
霄,豪,o,,,,
霅,"怗,合","ʌp,ɔp",,,,
霆,青,əŋ,,,,
震,痕,ɔn,,,,
霉,灰,ɔl,,,,
霋,灰,ɔl,,,,
霍,铎,ʌk,,,,
霏,灰,ɔl,,,,
霑,添,ʌm,,,,
霓,齐,ə,,,,
霖,覃,ɔm,,,,
霚,侯,ɒ,,,,
霜,唐,ʌŋ,,,,
霝,青,əŋ,,,,
霞,模,ʌ,,,,
霡,锡,ək,,,,
霢,锡,ək,,,,
霣,痕,ɔn,,,,
霤,萧,ɔ,,,,
霧,侯,ɒ,,,,
霩,铎,ʌk,,,,
霪,覃,ɔm,,,,
霮,覃,ɔm,,,,
霰,寒,ʌn,,,,
露,铎,ʌk,,,,
霸,"铎,铎","ʌk,ʌk",,,,
霹,锡,ək,,,,
霽,灰,ɔl,,,,
霾,咍,ɔɪ,,,,
霿,东,ɒŋ,,,,
靁,灰,ɔl,,,,
靂,锡,ək,,,,
靃,铎,ʌk,,,,
靈,青,əŋ,,,,
青,青,əŋ,,,,
靓,青,əŋ,,,,
靖,青,əŋ,,,,
静,青,əŋ,,,,
靚,青,əŋ,,,,
靜,青,əŋ,,,,
非,灰,ɔl,,,,
靠,沃,ɔk,,,,
靡,歌,ʌl,,,,
面,寒,ʌn,,,,
靥,怗,ʌp,,,,
靦,寒,ʌn,,,,
靧,灰,ɔl,,,,
靨,怗,ʌp,,,,
革,德,ɔɪk,,,,
靪,青,əŋ,,,,
靬,寒,ʌn,,,,
靮,沃,ɔk,,,,
靲,覃,ɔm,,,,
靳,痕,ɔn,,,,
靶,模,ʌ,,,,
靷,先,ən,,,,
靸,合,ɔp,,,,
靼,曷,ʌt,,,,
靽,寒,ʌn,,,,
靾,曷,ʌt,,,,
鞀,豪,o,,,,
鞁,歌,ʌl,,,,
鞃,登,ɔɪŋ,,,,
鞄,萧,ɔ,,,,
鞅,"唐,唐","ʌŋ,ʌŋ",,,,
鞇,先,ən,,,,
鞈,合,ɔp,,,,
鞉,豪,o,,,,
鞌,寒,ʌn,,,,
鞍,寒,ʌn,,,,
鞎,痕,ɔn,,,,
鞏,东,ɒŋ,,,,
鞔,寒,ʌn,,,,
鞙,寒,ʌn,,,,
鞜,合,ɔp,,,,
鞞,"齐,青","ə,əŋ",,,,
鞟,铎,ʌk,,,,
鞠,沃,ɔk,,,,
鞣,萧,ɔ,,,,
鞧,萧,ɔ,,,,
鞪,屋,ɒk,,,,
鞫,沃,ɔk,,,,
鞬,寒,ʌn,,,,
鞭,寒,ʌn,,,,
鞮,齐,ə,,,,
鞯,痕,ɔn,,,,
鞵,齐,ə,,,,
鞶,寒,ʌn,,,,
鞹,铎,ʌk,,,,
鞻,侯,ɒ,,,,
鞼,没,ɔt,,,,
鞾,模,ʌ,,,,
鞿,灰,ɔl,,,,
韁,唐,ʌŋ,,,,
韄,铎,ʌk,,,,
韅,寒,ʌn,,,,
韇,屋,ɒk,,,,
韈,曷,ʌt,,,,
韉,痕,ɔn,,,,
韋,灰,ɔl,,,,
韌,痕,ɔn,,,,
韍,曷,ʌt,,,,
韎,曷,ʌt,,,,
韏,寒,ʌn,,,,
韐,合,ɔp,,,,
韓,寒,ʌn,,,,
韔,唐,ʌŋ,,,,
韗,痕,ɔn,,,,
韘,怗,ʌp,,,,
韙,灰,ɔl,,,,
韜,萧,ɔ,,,,
韝,侯,ɒ,,,,
韞,痕,ɔn,,,,
韠,屑,ət,,,,
韡,灰,ɔl,,,,
韣,屋,ɒk,,,,
韤,曷,ʌt,,,,
韦,灰,ɔl,,,,
韧,痕,ɔn,,,,
韨,曷,ʌt,,,,
韩,寒,ʌn,,,,
韪,灰,ɔl,,,,
韫,痕,ɔn,,,,
韬,萧,ɔ,,,,
韭,萧,ɔ,,,,
韱,添,ʌm,,,,
音,覃,ɔm,,,,
韶,豪,o,,,,
韻,痕,ɔn,,,,
韽,覃,ɔm,,,,
響,唐,ʌŋ,,,,
頀,铎,ʌk,,,,
頁,屑,ət,,,,
頂,青,əŋ,,,,
頃,"青,青","əŋ,əŋ",,,,
頄,萧,ɔ,,,,
項,东,ɒŋ,,,,
順,痕,ɔn,,,,
須,侯,ɒ,,,,
頊,屋,ɒk,,,,
頌,"东,东","ɒŋ,ɒŋ",,,,
頍,齐,ə,,,,
頎,"痕,痕","ɔn,ɔn",,,,
頏,"唐,唐","ʌŋ,ʌŋ",,,,
預,模,ʌ,,,,
頑,寒,ʌn,,,,
頒,"痕,痕","ɔn,ɔn",,,,
頓,痕,ɔn,,,,
頖,寒,ʌn,,,,
頗,歌,ʌl,,,,
領,青,əŋ,,,,
頜,合,ɔp,,,,
頞,曷,ʌt,,,,
頟,铎,ʌk,,,,
頠,歌,ʌl,,,,
頡,屑,ət,,,,
頤,咍,ɔɪ,,,,
頦,咍,ɔɪ,,,,
頩,"青,青","əŋ,əŋ",,,,
