廣韻字頭(覈校後),廣韻字頭原貌(覈校前),聲紐,聲母擬音,呼,等,韻部(調整後),廣韻韻部原貌(調整前),,韻母擬音,聲調,廣韻反切(覈校後),廣韻反切原貌(覈校前),全王本切韻-反切,裴本切韻-反切,先秦韻部（引自余迺永的《上古音系研究》）,廣韻釋義,釋義補充
泰,泰,透,t̺ʰ,開,一,泰,泰,開一泰,ʌl,去,他蓋,他蓋,他蓋,他蓋,廢開,大也通也古作太他蓋切四,
忕,忕,透,t̺ʰ,開,一,泰,泰,開一泰,ʌl,去,他蓋,他蓋,他蓋,他蓋,,奢也又逝大二音,
太,太,透,t̺ʰ,開,一,泰,泰,開一泰,ʌl,去,他蓋,他蓋,他蓋,他蓋,,甚也大也通也周禮曰太史掌建邦之六典宋書曰太史掌歷數靈臺專候日月星氣焉經典本作大亦漢複姓六氏漢有尚書太叔雄古今人表有太師庇何氏姓苑云太征氏下邳人太士氏永嘉人又有太室氏太祝氏,
汰,汰,透,t̺ʰ,開,一,泰,泰,開一泰,ʌl,去,他蓋,他蓋,,,,太過也,
蓋,蓋,見,k,開,一,泰,泰,開一泰,ʌl,去,古太,古太,古大,古太,蓋,覆也掩也通俗文曰張帛也禮記曰敝蓋不棄爲埋狗也又發語端也說文曰苫也俗作盖古太切三,
匃,匃,見,k,開,一,泰,泰,開一泰,ʌl,去,古太,古太,古大,,月開,乞也,
丐,丏,見,k,開,一,泰,泰,開一泰,ʌl,去,古太,古太,古大,古太,,上同本又音緬,
艾,艾,疑,ŋ̊,開,一,泰,泰,開一泰,ʌl,去,五蓋,五蓋,五蓋,五蓋,,草名一名冰臺又老也長也養也亦姓風俗通云龐儉母艾氏五蓋切三,
𧰿,𧰿,疑,ŋ̊,開,一,泰,泰,開一泰,ʌl,去,五蓋,五蓋,五蓋,五蓋,,𧰿猳豕,
鴱,鴱,疑,ŋ̊,開,一,泰,泰,開一泰,ʌl,去,五蓋,五蓋,五蓋,五蓋,,巧婦別名,
藹,藹,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,於蓋,於蓋,,晻藹樹繁茂又姓晉南海太守藹奐於蓋切十,
壒,壒,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,於蓋,於蓋,,塵也,
馤,馤,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,於蓋,於蓋,,香也,
靄,靄,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,於蓋,於蓋,,雲狀又於葛切,
𣋞,𣋞,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,於蓋,於蓋,,日色,
䔽,䔽,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,於蓋,於蓋,,覆也清也微也說文蓋也,
𣩱,𣩱,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,,於蓋,,死也,
𢣏,𢣏,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,,,,清謹,
𪕭,𪕭,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,於蓋,於蓋,,𪖂𪕭小鼠相銜而行,
曖,瞹,影,∅,開,一,泰,泰,開一泰,ʌl,去,於蓋,於蓋,,於蓋,,曖隱,
柰,柰,泥,n̺̊,開,一,泰,泰,開一泰,ʌl,去,奴帶,奴帶,奴帶,奴帶,,果木名廣志曰柰有青赤白三種俗作㮏奴帶切五,
奈,奈,泥,n̺̊,開,一,泰,泰,開一泰,ʌl,去,奴帶,奴帶,奴帶,奴帶,,如也遇也那也本亦作柰又奴箇切,
㲡,㲡,泥,n̺̊,開,一,泰,泰,開一泰,ʌl,去,奴帶,奴帶,奴帶,奴帶,,𣬪㲡多毛,
𩹟,𩹟,泥,n̺̊,開,一,泰,泰,開一泰,ʌl,去,奴帶,奴帶,,,,魚名,
渿,渿,泥,n̺̊,開,一,泰,泰,開一泰,ʌl,去,奴帶,奴帶,,,,說文曰沛之也,
大,大,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,徒蓋,徒蓋,廢開,小大也說文曰天大地大人亦大故大象人形又漢複姓五氏晉獻公娶大狐氏楚襄王時有黃邑大夫大心子成史記秦將軍大羅洪周禮大羅氏掌鳥獸者其後氏焉又大庭氏古天子之号其後氏焉又有大叔氏又虜複姓後魏末有南州剌史大野拔又虜三字姓周書蔡祐賜姓大利稽氏周末有尉回將軍大莫于玄章後魏書南方大洛稽氏後改爲稽氏徒蓋切八,
汏,汏,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,徒蓋,徒蓋,,濤汏說文曰淅㶕也,
軑,軑,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,徒蓋,徒蓋,,車轄,
釱,釱,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,徒蓋,徒蓋,,鉗也又大計切,
䲦,䲦,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,徒蓋,徒蓋,,鳥也,
𪐝,𪐝,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,,,,黑跡,
忕,忕,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,,,,奢忕,
㐲,㐲,定,ˀd̺ʱ,開,一,泰,泰,開一泰,ʌl,去,徒蓋,徒蓋,,,,地名在海中,
害,害,匣,ˀɦ,開,一,泰,泰,開一泰,ʌl,去,胡蓋,胡蓋,胡蓋,胡蓋,廢開,傷也胡蓋切四,
𡕗,夆,匣,ˀɦ,開,一,泰,泰,開一泰,ʌl,去,胡蓋,胡蓋,胡蓋,,,相遮也,
妎,妎,匣,ˀɦ,開,一,泰,泰,開一泰,ʌl,去,胡蓋,胡蓋,胡蓋,,,字林云疾妎妬也,
𢞐,𢞐,匣,ˀɦ,開,一,泰,泰,開一泰,ʌl,去,胡蓋,胡蓋,,,,快也,
帶,帶,端,t̺,開,一,泰,泰,開一泰,ʌl,去,當蓋,當蓋,都蓋,都蓋,廢開,衣帶說文曰紳也男子鞶革婦人鞶絲象繫佩之形帶有巾故从巾易曰或錫之鞶帶又蛇別名莊子云蝍蛆甘帶也當蓋切七,
跢,跢,端,t̺,開,一,泰,泰,開一泰,ʌl,去,當蓋,當蓋,都蓋,都蓋,,倒跢,
㿃,㿃,端,t̺,開,一,泰,泰,開一泰,ʌl,去,當蓋,當蓋,,,,㿃下病也,
蹛,蹛,端,t̺,開,一,泰,泰,開一泰,ʌl,去,當蓋,當蓋,,,,匈奴傳有蹛林又音滯,
𢄔,𢄔,端,t̺,開,一,泰,泰,開一泰,ʌl,去,當蓋,當蓋,,都蓋,,𢄔方山名,
艜,艜,端,t̺,開,一,泰,泰,開一泰,ʌl,去,當蓋,當蓋,都蓋,都蓋,,艇船,
㯂,㯂,端,t̺,開,一,泰,泰,開一泰,ʌl,去,當蓋,當蓋,,都蓋,,槌也,
貝,貝,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,博蓋,廢開,說文曰海介蟲也居陸名贆在水名蜬象形古者貨貝而寶龜亦州名春秋時屬晉七國屬趙秦爲鉅鹿郡漢爲清河郡周置貝州以貝丘爲名博蓋切十四,
沛,沛,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,博蓋,,郡名又姓出姓苑又匹蓋切,
𨙶,𨙶,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,,,,上同,郡名又姓出姓苑又匹蓋切
鋇,鋇,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,,,鋇柔鋌也,
芾,芾,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,博蓋,,小皃又方味切,
䟺,䟺,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,,,步行蠟跋,
狽,狽,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,博蓋,,狼狽,
㸬,㸬,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,博蓋,,牛二歲也爾雅云體長㸬,
伂,伂,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,,,,顛伂本亦作沛,
䰽,䰽,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,,,魚名食之殺人,
茷,茷,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,,,草木葉多,
𣬪,𣬪,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,,,𣬪㲡多毛,
𥄔,𥄔,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,博蓋,,,目不明皃又音霈,
𢂏,𢂏,幫,p,開,一,泰,泰,開一泰,ʌl,去,博蓋,博蓋,,,,行皃,
霈,霈,滂,pʰ,開,一,泰,泰,開一泰,ʌl,去,普蓋,普蓋,普蓋,普蓋,,霶霈普蓋切五,
浿,浿,滂,pʰ,開,一,泰,泰,開一泰,ʌl,去,普蓋,普蓋,,,,水在樂浪,
沛,沛,滂,pʰ,開,一,泰,泰,開一泰,ʌl,去,普蓋,普蓋,,普蓋,,流皃亦滂沛又水名出遼東又音貝,
𥄔,𥄔,滂,pʰ,開,一,泰,泰,開一泰,ʌl,去,普蓋,普蓋,,,,𥄔眛目不眀也,
㤄,㤄,滂,pʰ,開,一,泰,泰,開一泰,ʌl,去,普蓋,普蓋,普蓋,普蓋,,恨怒,
會,會,匣,ˀɦ,合,一,泰,泰,合一泰,uʌl,去,黃外,黃外,黃帶,黃帶,廢合,合也古作會亦州秦屬隴西郡漢分爲金城郡周爲防隋爲鎮武德初平李軌置會州又姓漢有會祤黃外切又音儈五,
䢈,䢈,匣,ˀɦ,合,一,泰,泰,合一泰,uʌl,去,黃外,黃外,,,,說文曰日月合宿爲䢈,
𨘇,𨘇,匣,ˀɦ,合,一,泰,泰,合一泰,uʌl,去,黃外,黃外,,,,說文云無違也,
禬,襘,匣,ˀɦ,合,一,泰,泰,合一泰,uʌl,去,黃外,黃外,黃帶,,,除殃祭也又古外切,
繪,繪,匣,ˀɦ,合,一,泰,泰,合一泰,uʌl,去,黃外,黃外,,,,繪五采也,
兌,兌,定,ˀd̺ʱ,合,一,泰,泰,合一泰,uʌl,去,杜外,杜外,杜會,杜會,廢合,突也又卦名說文本作兌說也又姓杜外切五,
𩊭,𩊭,定,ˀd̺ʱ,合,一,泰,泰,合一泰,uʌl,去,杜外,杜外,杜會,杜會,,補𩊭,
綐,綐,定,ˀd̺ʱ,合,一,泰,泰,合一泰,uʌl,去,杜外,杜外,杜會,,,細紬,
銳,銳,定,ˀd̺ʱ,合,一,泰,泰,合一泰,uʌl,去,杜外,杜外,杜會,,,矛也又弋稅切,
㟋,㟋,定,ˀd̺ʱ,合,一,泰,泰,合一泰,uʌl,去,杜外,杜外,,,,山名,
儈,儈,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,合市也晉令儈賣者皆當著巾白帖頟言所儈賣及姓名一足白履一足黑履古外切十八,
膾,膾,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,魚膾說文曰細切肉也,
鱠,鱠,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,,,,上同,魚膾說文曰細切肉也
襘,襘,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,,,說文曰帶所結也,
禬,禬,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,福祭,
檜,檜,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,栢葉松身又古活切,
旝,旝,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,木置石投敵也,
巜,巜,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,,古兌,,說文曰水流澮澮也方百里有巜廣二尋深二仞,
澮,澮,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,上同爾雅曰水注溝曰澮又水名在平陽,說文曰水流澮澮也方百里有巜廣二尋深二仞
鄶,鄶,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,國名在滎陽,
廥,廥,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,芻槀藏也,
䯤,䯤,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,古兌,,五綵束髮說文曰骨擿之可會髮者詩云䯤弁如星,
鬠,鬠,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,,,,上同,五綵束髮說文曰骨擿之可會髮者詩云䯤弁如星
劊,劊,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,,,,說文曰斷也,
會,會,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,,,廢合,會稽山名又黃外切,
䐴,䐴,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,,,,𦝫痛,
𢶒,𢶒,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,古兌,,,收也,
獪,獪,見,k,合,一,泰,泰,合一泰,uʌl,去,古外,古外,,,,狡獪小兒戲,
最,最,精,ts̺,合,一,泰,泰,合一泰,uʌl,去,祖外,祖外,作會,作會,廢合,極也俗作㝡祖外切三,
𢃒,𢃒,精,ts̺,合,一,泰,泰,合一泰,uʌl,去,祖外,祖外,,,,五色采也,
𧑎,𧎹,精,ts̺,合,一,泰,泰,合一泰,uʌl,去,祖外,祖外,作會,,,蟲也又山芮切,
𧬨,𧬨,曉,h,合,一,泰,泰,合一泰,uʌl,去,呼會,呼會,虎外,虎外,,眾聲呼會切六,
噦,噦,曉,h,合,一,泰,泰,合一泰,uʌl,去,呼會,呼會,虎外,虎外,,鳥聲,
翽,翽,曉,h,合,一,泰,泰,合一泰,uʌl,去,呼會,呼會,虎外,虎外,,鳥飛聲,
鐬,鐬,曉,h,合,一,泰,泰,合一泰,uʌl,去,呼會,呼會,虎外,虎外,,鈴聲,
渙,渙,曉,h,合,一,泰,泰,合一泰,uʌl,去,呼會,呼會,,,,水名在譙又音喚,
濊,濊,曉,h,合,一,泰,泰,合一泰,uʌl,去,呼會,呼會,,,,說文曰水多皃又烏會切,
𥢶,𥢶,溪,kʰ,合,一,泰,泰,合一泰,uʌl,去,苦會,苦會,苦會,苦會,,麤糠苦會切一,
酹,酹,來,l̺,合,一,泰,泰,合一泰,uʌl,去,郎外,郎外,郎外,郎外,,以酒沃地郎外切五,
頪,頪,來,l̺,合,一,泰,泰,合一泰,uʌl,去,郎外,郎外,郎外,郎外,,說文曰難曉也一曰鮮白,
㲕,㲕,來,l̺,合,一,泰,泰,合一泰,uʌl,去,郎外,郎外,郎外,郎外,,馬色班也,
䬽,䬽,來,l̺,合,一,泰,泰,合一泰,uʌl,去,郎外,郎外,郎外,郎外,,門祭,
㱻,㱻,來,l̺,合,一,泰,泰,合一泰,uʌl,去,郎外,郎外,郎外,,,疫病又力臥切,
外,外,疑,ŋ̊,合,一,泰,泰,合一泰,uʌl,去,五會,五會,吾會,吾會,廢合,表也遠也五會切一,
祋,祋,端,t̺,合,一,泰,泰,合一泰,uʌl,去,丁外,丁外,丁外,丁外,廢合,祋祤縣名在馮翊又祋殳也丁外切一,
懀,懀,影,∅,合,一,泰,泰,合一泰,uʌl,去,烏外,烏外,烏外,烏外,,惡也烏外切七,
濊,濊,影,∅,合,一,泰,泰,合一泰,uʌl,去,烏外,烏外,烏會,,,汪濊深廣又呼會切,
薈,薈,影,∅,合,一,泰,泰,合一泰,uʌl,去,烏外,烏外,烏外,烏外,,草盛,
嬒,嬒,影,∅,合,一,泰,泰,合一泰,uʌl,去,烏外,烏外,,,,婦人名也,
䶐,䶐,影,∅,合,一,泰,泰,合一泰,uʌl,去,烏外,烏外,,,,息也,
瞺,瞺,影,∅,合,一,泰,泰,合一泰,uʌl,去,烏外,烏外,烏外,,,眉目之閒,
䵳,䵳,影,∅,合,一,泰,泰,合一泰,uʌl,去,烏外,烏外,烏外,,,淺黑色,
蕞,蕞,從,ˀz̺ʱ,合,一,泰,泰,合一泰,uʌl,去,才外,才外,在外,在外,,小皃才外切二,
𥳣,𥳣,從,ˀz̺ʱ,合,一,泰,泰,合一泰,uʌl,去,才外,才外,,,,𥳣䇻,
𥕸,𥕸,心,s̺,合,一,泰,泰,合一泰,uʌl,去,先外,先外,,,,小石先外切三,
𣩡,𣩡,心,s̺,合,一,泰,泰,合一泰,uʌl,去,先外,先外,,,,瘦病,
𥊴,𥊴,心,s̺,合,一,泰,泰,合一泰,uʌl,去,先外,先外,,,,流盻,
襊,襊,清,ts̺ʰ,合,一,泰,泰,合一泰,uʌl,去,麤最,麤最,七會,在外,,衣游縫也麤最切三,
𨅎,𨅎,清,ts̺ʰ,合,一,泰,泰,合一泰,uʌl,去,麤最,麤最,,,,行𨅎,
𥨒,𥨒,清,ts̺ʰ,合,一,泰,泰,合一泰,uʌl,去,麤最,麤最,千外,,,塞外道也,
旆,旆,並,ˀbʱ,開,一,泰,泰,開一泰,ʌl,去,蒲蓋,蒲蓋,薄蓋,薄蓋,,旗也繫旐曰旆蒲蓋切三,
䟺,䟺,並,ˀbʱ,開,一,泰,泰,開一泰,ʌl,去,蒲蓋,蒲蓋,薄蓋,薄蓋,,賴䟺行不正也,
軷,軷,並,ˀbʱ,開,一,泰,泰,開一泰,ʌl,去,蒲蓋,蒲蓋,薄蓋,薄蓋,,祭道神又蒲葛切,
磕,磕,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,苦蓋,苦蓋,,硠磕石聲苦蓋切九,
䳚,䳚,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,苦蓋,苦蓋,,䳚鴠鳥又音渴,
轄,轄,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,苦蓋,苦蓋,,車聲,
愒,愒,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,苦蓋,苦蓋,,貪也公羊傳云不及時而葬曰愒愒急也,
溘,溘,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,,,,船著沙也,
𥎆,𥎆,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,苦蓋,,,矛屬,
𩫀,𩫀,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,,,,擊也,
㪡,㪡,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,苦蓋,,,伐也擊也,
𨜴,𨜴,溪,kʰ,開,一,泰,泰,開一泰,ʌl,去,苦蓋,苦蓋,苦蓋,,,地名或作𨞨,
蔡,蔡,清,ts̺ʰ,開,一,泰,泰,開一泰,ʌl,去,倉大,倉大,七蓋,七大,,龜也亦國名又姓出濟陽周蔡叔之後也倉大切三,
𣞖,𣞖,清,ts̺ʰ,開,一,泰,泰,開一泰,ʌl,去,倉大,倉大,,,,古文,龜也亦國名又姓出濟陽周蔡叔之後也倉大切三
𪇭,𪇭,清,ts̺ʰ,開,一,泰,泰,開一泰,ʌl,去,倉大,倉大,七蓋,,,𪇭鳩鳥,
賴,賴,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,月開,蒙也利也善也幸也恃也又姓風俗通云漢有交阯太守賴先落蓋切十四,
籟,籟,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,籥三孔也,
癩,癩,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,疾也說文作癘惡疾也今爲疫癘字,
瀨,瀨,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,湍瀨,
糲,糲,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,麤米又力達切,
䄤,䄤,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,墮壞,
藾,藾,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,,,藾蒿,
䓶,䓶,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,上同,藾蒿
犡,犡,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,牛名說文曰牛白脊,
䲚,䲚,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,理大,,魚名,
𨇆,𨇆,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,,,,跛𨇆行皃,
㸊,㸊,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,落蓋,,,火之毒皃,
鵣,鵣,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,,,,鳥名,
𡂖,𡂖,來,l̺,開,一,泰,泰,開一泰,ʌl,去,落蓋,落蓋,,,,聲𡂖,
餀,餀,曉,h,開,一,泰,泰,開一泰,ʌl,去,呼艾,呼艾,海蓋,海蓋,,食臭呼艾切五,
𦤦,𦤦,曉,h,開,一,泰,泰,開一泰,ʌl,去,呼艾,呼艾,,,,上同,食臭呼艾切五
㺔,㺔,曉,h,開,一,泰,泰,開一泰,ʌl,去,呼艾,呼艾,,,,獸名出音譜,
𤵽,𤵽,曉,h,開,一,泰,泰,開一泰,ʌl,去,呼艾,呼艾,,,,𤵽病,
𩹄,𩹄,曉,h,開,一,泰,泰,開一泰,ʌl,去,呼艾,呼艾,,,,魚名,
娧,娧,透,t̺ʰ,合,一,泰,泰,合一泰,uʌl,去,他外,他外,他外,他外,,好皃他外切五,
蛻,蛻,透,t̺ʰ,合,一,泰,泰,合一泰,uʌl,去,他外,他外,,,,蛇易皮又音稅,
駾,駾,透,t̺ʰ,合,一,泰,泰,合一泰,uʌl,去,他外,他外,他外,他外,,奔突也詩云昆夷駾矣,
毻,毻,透,t̺ʰ,合,一,泰,泰,合一泰,uʌl,去,他外,他外,,,,鳥易毛又音唾,
裞,裞,透,t̺ʰ,合,一,泰,泰,合一泰,uʌl,去,他外,他外,,,,送死衣也,
眜,眛,明,m̊,開,一,泰,泰,開一泰,ʌl,去,莫貝,莫貝,忘艾,,,𥄔眛目不明也莫貝切三,
沫,沬,明,m̊,開,一,泰,泰,開一泰,ʌl,去,莫貝,莫貝,,,,水名,
枺,㭑,明,m̊,開,一,泰,泰,開一泰,ʌl,去,莫貝,莫貝,,,,木名,
𦦣,𦦣,清,ts̺ʰ,合,一,泰,泰,合一泰,uʌl,去,七外,七外,,,,𦦣小舂也七外切一,
卦,卦,見,k,合,二,佳,卦,合二佳,uæ,去,古賣,古賣,古賣,古賣,,說文曰筮也易疏云挂也懸挂萬象於其上八卦者八方之卦也乾坎艮震巽离坤兌古賣切六,
挂,挂,見,k,合,二,佳,卦,合二佳,uæ,去,古賣,古賣,古賣,古賣,,懸挂又剛挂弩矢鏃名潘岳射雉賦云出剛挂以潛擬,
掛,掛,見,k,合,二,佳,卦,合二佳,uæ,去,古賣,古賣,,,,俗,懸挂又剛挂弩矢鏃名潘岳射雉賦云出剛挂以潛擬
詿,詿,見,k,合,二,佳,卦,合二佳,uæ,去,古賣,古賣,古賣,,,誤也又胡卦切,
𡐠,𡐠,見,k,合,二,佳,卦,合二佳,uæ,去,古賣,古賣,,古賣,,盾握也,
罣,罣,見,k,合,二,佳,卦,合二佳,uæ,去,古賣,古賣,,,,罣礙又胡卦切,
懈,懈,見,k,開,二,佳,卦,開二佳,æ,去,古隘,古隘,古隘,古隘,,懶也怠也古隘切六,
解,解,見,k,開,二,佳,卦,開二佳,æ,去,古隘,古隘,古隘,古隘,佳,除也,
繲,繲,見,k,開,二,佳,卦,開二佳,æ,去,古隘,古隘,,,,繲浣衣出埤蒼,
廨,廨,見,k,開,二,佳,卦,開二佳,æ,去,古隘,古隘,古隘,古隘,,公廨,
薢,薢,見,k,開,二,佳,卦,開二佳,æ,去,古隘,古隘,古隘,古隘,,薢茩藥名,
㾏,㾏,見,k,開,二,佳,卦,開二佳,æ,去,古隘,古隘,,,,病也,
隘,隘,影,∅,開,二,佳,卦,開二佳,æ,去,烏懈,烏懈,烏懈,烏懈,,陝也陋也烏懈切六,
𨽴,𨽴,影,∅,開,二,佳,卦,開二佳,æ,去,烏懈,烏懈,,,,古文,陝也陋也烏懈切六
阸,阸,影,∅,開,二,佳,卦,開二佳,æ,去,烏懈,烏懈,,,,阻塞又阸㠔山形或與隘同,
㿄,㿄,影,∅,開,二,佳,卦,開二佳,æ,去,烏懈,烏懈,烏懈,烏懈,,病聲,
䅬,䅬,影,∅,開,二,佳,卦,開二佳,æ,去,烏懈,烏懈,,,,稻小把也,
賹,賹,影,∅,開,二,佳,卦,開二佳,æ,去,烏懈,烏懈,,,,賹記人物,
邂,邂,匣,ˀɦ,開,二,佳,卦,開二佳,æ,去,胡懈,胡懈,胡薢,胡懈,,邂逅胡懈切二,
解,解,匣,ˀɦ,開,二,佳,卦,開二佳,æ,去,胡懈,胡懈,胡薢,胡懈,佳,曲解亦縣名在蒲州又古賣古買胡買三切,
賣,賣,明,m̊,開,二,佳,卦,開二佳,æ,去,莫懈,莫懈,莫懈,莫懈,,說文作𧷓出物也莫懈切一,
畫,畫,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,胡卦,胡卦,錫,釋名曰畫挂也以五色挂物象也俗作𦘕胡卦切又胡麥切九,
詿,詿,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,胡卦,胡卦,,礙也,
罣,罣,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,,,,同上,礙也
絓,絓,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,胡卦,胡卦,,絲結,
澅,澅,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,胡卦,胡卦,,水名在齊,
黊,黊,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,胡卦,胡卦,,鮮黃色,
繣,繣,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,,,,徽繣乖違,
纗,纗,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,胡卦,,,紘中繩也,
孈,孈,匣,ˀɦ,合,二,佳,卦,合二佳,uæ,去,胡卦,胡卦,,,,愚戇又多態也,
差,差,初,ts̻ʰ,開,二,佳,卦,開二佳,æ,去,楚懈,楚懈,楚懈,楚懈,歌,病除也楚懈切又楚宜楚皆初牙三切七,
瘥,瘥,初,ts̻ʰ,開,二,佳,卦,開二佳,æ,去,楚懈,楚懈,楚介,,,上同又音醝,病除也楚懈切又楚宜楚皆初牙三切七
衩,衩,初,ts̻ʰ,開,二,佳,卦,開二佳,æ,去,楚懈,楚懈,楚懈,楚懈,,衣衩,
杈,杈,初,ts̻ʰ,開,二,佳,卦,開二佳,æ,去,楚懈,楚懈,,,,杈杷平田具也又音又,
㳗,㳗,初,ts̻ʰ,開,二,佳,卦,開二佳,æ,去,楚懈,楚懈,,,,浦㳗,
訍,訍,初,ts̻ʰ,開,二,佳,卦,開二佳,æ,去,楚懈,楚懈,,,,訍持短又疑心名也,
𧪘,𧪘,初,ts̻ʰ,開,二,佳,卦,開二佳,æ,去,楚懈,楚懈,,,,異言,
睚,睚,疑,ŋ̊,開,二,佳,卦,開二佳,æ,去,五懈,五懈,五懈,五懈,,目際又睚眦怨也五懈切又五佳切一,
